,Text,location,status
8659,"@TheDemocrats the last I want near my children is crooked @HillaryClinton 

https://t.co/G6eCXbZZUC","Spring, TX, USA",neu
8660,"RT @bfraser747:  ATTENTION
.
This is GEORGE SOROS   He is a very bad man. Not surprisingly he backs @HillaryClinton &amp; funds BLM https://t","South Carolina, USA",neu
8661,"RT @steve0423: @HillaryClinton whining about the leaks she just can't seem to stop!!
#CrookedHillary #HillaryLeaks 
#tcot #ccot https://t.c",FEMA Region 9,neg
8662,"RT @19PHIL51: @HillaryClinton #CHICAGO THUGS
THESE ARE ANIMALS #BHO JUST PARDONED FROM JAIL

@perossmeisl @Pudingtane @marylene58
 https://",crazy lefty world,pos
8663,@FoxNews @HillaryClinton @FoxNewsInsider @realDonaldTrump if you really consider George W Bush move to involve me with Iraqi freedom he is,"California, USA",neg
8664,"@Calculator60 @BrookingsEcon @HillaryClinton @realDonaldTrump 

Eliminate income and business taxes and go to a fair consumption tax of 20+%","Vancouver Island, BC, Canada",neg
8665,@USAelection @HillaryClinton more than half of her followers are being paid to follow her and post her nonsense.,Washington,neg
8666,Why Blacks Shouldn't Support @HillaryClinton Pt 3...https://t.co/8y9G6tlPge,"San Mateo, CA",neu
8667,The only @HillaryClinton signs I can find anywhere are on the internet (That's cause nobody really does likes her) #MAGA,Colorado,pos
8668,"@BravesDPalmer @FoxNews @HillaryClinton @realDonaldTrump sure, but what's your point?  That they should poll the entire state?  ","Durham, NC",neg
8669,"@FoxNews @HillaryClinton @realDonaldTrump really Virginia, really??!!",Baltimore ,neg
8670,@RelativeMatters @rolandsmartin @HillaryClinton never said I was a @realDonaldTrump supporter.  I was talking to the guy who attack folks,"Texas, USA",neu
8671,@SeroneiCheison @realDonaldTrump @HillaryClinton @BernieSanders she loves the kkk and the grandmaster Robert byrd https://t.co/p44klg8pRJ,U.S.A. (I hate politicians),neg
8672,RT @shirleyvc725: @HFA @HillaryClinton here is only job hillary is qualified for https://t.co/bVHZs6nxZ4,FEMA Region 9,neu
8673,RT @HowardKainer: In PTown this Sunday?  Join the celebration of being #StrongerTogether with @cher and @HillaryClinton. @HFA https://t.co/,NC,neg
8674,"@HillaryClinton sweetie you took a charity deduction on your own foundation you are no different, stop bull shit.",New York City,neg
8675,"RT @10903: Mr. Assange

DID HILLARY WIPE fast enough?

#hillaryemail 
@HillaryClinton  
@realDonaldTrump
@cspanwj #tcot https://t.co/RaW0zM","Washington, DC",neu
8676,@msnbc @cnn @PaulBegala @Lawrence @HillaryClinton We affirm that Trump would B the last 1 to know bout economy https://t.co/bzLB0hitHv,Earth,neu
8677,"RT @iamgavinjames: Based off of this very poll, @HillaryClinton is unfit to be #POTUS! She lacks the integrity our country deserves! https:",Central FLORIDA,pos
8678,RT @PoliticalShort: If dead bodies of Syrian refugees were floating down streets of #LA @HillaryClinton @POTUS would be their. But it's jus,US,neg
8679,RT @Samsays5: Did you know @HillaryClinton was fired from Watergate Commission for fraud/ethics violations?  #HillaryLeaks https://t.co/VKi,"Washington, DC",neg
8680,"RT @bfraser747:  #TrumpPence16 

I'm @bfraser747 I won't stand bye to allow @HillaryClinton to become a role model #Hillary4Prison https:","Gainesville, GA",neu
8681,RT @TrumpStudents: New endorsement for .@HillaryClinton https://t.co/7qBwmET2Pv,United States,neg
8682,@sakirkhader @POTUS @HillaryClinton @theresa_may you should be ashamed of yourselves,"Belfast, Northern Ireland",neg
8683,"Vince Foster, Hillary's former lover..committed ""suicide"" https://t.co/WBHLsVcflr","Texas, USA",neu
8684,"RT @bfraser747:  #ClintonCrimeFamily 

If @realDonaldTrump offends you may get feelings hurt.If you offend @HillaryClinton DEATH  https:","Flint, Texas USA",neg
8685,RT @KrisZiegler99: @Sdonna361W @We_R_Trump @HillaryClinton @atensnut He probably doesn't. Have you seen him? Wretched. https://t.co/4mMSIsO,We are Trump,neg
8686,"RT @NEVER4Hillary: For morally corrupt Democrats who keep on insisting warmonger @HillaryClinton is ""strong"" in #ForeignPolicy
#Demexit htt","Jacksonville Beach, FL",neg
8687,@thehill please do not insult Winston Churchill by making this absurd comparison. @HillaryClinton @realDonaldTrump @CNNPolitics,"Missouri, USA",neg
8688,"RT @oniv_mab: ~
Stand Up for @HillaryClinton y'all
Fight Back Fight Back Fight Back

NONSTOP all the way to the White House
~ https://t.co/",Chicago,neg
8689,"RT @19PHIL51: @HillaryClinton #CHICAGO THUGS
THESE ARE ANIMALS #BHO JUST PARDONED FROM JAIL

@perossmeisl @Pudingtane @marylene58
 https://","Waynesburg, PA",pos
8690,RT @4406Db: @datgreekchick @HillaryClinton @TeamTrumpAZ just some stickers. https://t.co/6cDzRkKqLF,"Texas, USA",neg
8691,"RT @bfraser747:  GEORGE SOROS

This is an EVIL man. He funds BLM &amp; @HillaryClinton . They don't want to #MakeAmericaGreatAgain  https:/",Laniakea supercluster,neg
8692,@hoosiergirl71 @HillaryClinton @BernieSanders Awwww you're too kind!! Thank you!! ,Detroit-born Chattanoogan ,neg
8693,RT @hoosiergirl71: And as pretty as her Mother!  God bless! https://t.co/rn5fvVnnuk,Detroit-born Chattanoogan ,neg
8694,@CNNPolitics @HillaryClinton ...And who is holding fundraisers for Disgusting Donald? His kids? His wife?,Wisconsin,neg
8695,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:,"Amarillo, Texas",neu
8696,"RT @iamgavinjames: Based off of this very poll, @HillaryClinton is unfit to be #POTUS! She lacks the integrity our country deserves! https:",CALIFORNIA,pos
8697,RT @isaacmurphy5288: @FoxNews @HillaryClinton @realDonaldTrump is getting his ass kicked from sea to shining sea whether you believe the or,"St. John, US Virgin Islands",neg
8698,"RT @bfraser747:  #ClintonCrimeFamily 

If @realDonaldTrump offends you may get feelings hurt.If you offend @HillaryClinton DEATH  https:",United States,neg
8699,RT @VoteHillary2016: .@HillaryClinton up by 12 points over @realDonaldTrump in Virginia according to latest @QuinnipiacPoll via @FoxNews ht,"Alexandria, VA",neu
8700,@vigtar1 @pereira_ariela @theblaze The HELL with Trump's tax returns I wanna see @HillaryClinton MEDICAL REPORT! She can't even stand alone!,Hell-Hole of Hope & Change!,pos
8701,It would be nice if anyone in the MSM called out @HillaryClinton like this for the lies she has told. #NeverHillary https://t.co/xGUjwHYIcI,Colorado,neg
8702,@SeroneiCheison @realDonaldTrump @HillaryClinton @BernieSanders I think your liking the wrong candidate german https://t.co/GjoK0W3lQv,U.S.A. (I hate politicians),neg
8703,RT @_KJRB_: Hey @realDonaldTrump can u help me w/ this? @HillaryClinton @hellerspeaks @WizzyProbs @tkdmike @DumbassTrukp  https://t.co/2a7J,Sherman Oaks,neg
8704,@VoteHillary2016 @deejay90192 @HillaryClinton @realDonaldTrump @QuinnipiacPoll @FoxNews You go girl,"Texas, USA",neg
8705,RT @allinherguts: @HillaryClinton bitch is this what you have in planned for us??? If so im not voting for you https://t.co/bLkIoPoG10,USA,neg
8706,"@HillaryClinton he will make sure the top 1% including himself, will get bigger tax breaks then the middle class.",Peoria AZ,pos
8707,Trump says he hires the best people. This is what he means: https://t.co/bI9s4pknv2 by @HillaryClinton via @c0nvey,"Shijiazhuang, Hebei, China",neu
8708,RT @MarcoGutierrez: @TheRock what are the chances you will help us #LatinosForTrump on our #OperationTacoBowl vent against @HillaryClinton,America,neg
8709,"@TheDemocrats the country is broke, GDP pathetic &amp; @HillaryClinton scamming Americans. We cannot be conned anymore.","Spring, TX, USA",neu
8710,RT @Chinookpilot6: From Jail? https://t.co/TFL4Acsvtj,"North Bergen, NJ",neg
8711,I can't wait for @HillaryClinton to give us 8 better years. Time for women to be on the forefront. I'm for Hillary!,United States,pos
8712,"RT @ta2t2o: In the words of Donald Trump ""What have you got to lose"" - vote @HillaryClinton @Lee_in_Iowa @Patrickesque  https://t.co/c1zVDQ","Oregon, USA",neg
8713,RT @MagicRoyalty: @HillaryClinton UR A FRAUD. U BELONG IN PRISON,We are Trump,neg
8714,@HillaryClinton @billclinton lying piece of trash. https://t.co/tGeYkOMmi0,"Manhattan, New York",neg
8715,"RT @bfraser747:  ATTENTION
.
This is GEORGE SOROS   He is a very bad man. Not surprisingly he backs @HillaryClinton &amp; funds BLM https://t",Pacific North West,neu
8716,50% of Virginians can't read?  Shameful.  https://t.co/DoC2IRBH70,Florida,neg
8717,RT @RichardGrenell: Did I hear that @HillaryClinton is in Nantucket this weekend &amp; will have a fundraiser with @cher? She hasn't been to Lo,"Key West, FL",neu
8718,RT @Samsays5: Did you know @HillaryClinton was fired from Watergate Commission for fraud/ethics violations?  #HillaryLeaks https://t.co/VKi,America,neg
8719,@FiveThirtyEight @HillaryClinton Trump thinks blacks r crazy. He thinks wht he's doin is funny but we will never vote 4 him. Its a show2him,"Los Angeles, CA /New York/ ",pos
8720,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:,Wight & Company (Illinois),neu
8721,RT @asamjulian: Whats the first thing that comes to mind when you think of Bill Clinton with snapchat?  https://t.co/Aehj485cFZ,Boston,neg
8722,RT @causticbob: who ya gonna call? @HillaryClinton! https://t.co/GOfpUPTsY9,United States,neg
8723,"RT @bad_bad_bernie: I guess we're all saying we don't trust you @HillaryClinton and want to see the 30,000 deleted emails &amp; transcripts! ht",Right Here On The Left,pos
8724,"RT @JIL153: @KrisParonto @HillaryClinton @TR002017 If Republicans were racist, why did Pres. Abe Lincoln abolished slavery? Democrats were","Portland, OR",neg
8725,"RT @bfraser747:  BREAKING NEWS  

Nobody is buying it anymore Lying' @HillaryClinton &amp; why should they? 
#Trump2016 #MAGA  https:",Pacific North West,neu
8726,RT @instapundit: That's because Hillary made it up. https://t.co/sWMULhfcPH,Buffalo NY,neu
8727,"RT @iamgavinjames: Based off of this very poll, @HillaryClinton is unfit to be #POTUS! She lacks the integrity our country deserves! https:","San Francisco, CA",pos
8728,@HillaryClinton Sounds like Hillary is back to attacking White people again for shit her husband caused.,Internet,neg
8729,"RT @iamgavinjames: Based off of this very poll, @HillaryClinton is unfit to be #POTUS! She lacks the integrity our country deserves! https:","Athens, Greece",pos
8730,GREAT Metaphor - Blacks supporting Hillary Clinton is like a victim staying with an ABUSIVE SPOUSE @GrrrGraphics https://t.co/5y7Bigtmvd,USA,pos
8731,"AMEN! It's high-time the the government started working for ""the people"" &amp; NOT ""the donors""! Say no to Hillary!   https://t.co/YKvR95K9LT","California, USA",neg
8732,"RT @bfraser747:  ATTENTION
.
This is GEORGE SOROS   He is a very bad man. Not surprisingly he backs @HillaryClinton &amp; funds BLM https://t","Gulf Coast, NW Florida, USA",neu
8733,My song Crooked Hitlary is at 156 likes and 5 dislikes not bad huh! Help me out on here - https://t.co/W7kPayDERW @HillaryClinton,Worldwide,neg
8734,"RT @bfraser747:  #ClintonCrimeFoundation

Your promises not receiving foreign donations mean nothing.Stop them now @HillaryClinton https:","Toronto, ON, CA",neg
8735,RT @JohnFromCranber: Hillary: It's Always Either Someone Else's Fault or a Vast RW Conspiracy. HRC = The Morally Reprehensible One. #tcot h,"Dallas, TX/Hilton Head Island",neg
8736,@sluggoD54 @pereira_ariela @theblaze @HillaryClinton @BreitbartNews r U high on Foxnews?,Lagos,neg
8737,"RT @seanhannity: .@newtgingrich: ""We haven't seen 10% of what we're going to learn in Sept. [about @HillaryClinton.] She's going to drown u","St. Louis, MO",neg
8738,RT @HeatherSetzler: .@HillaryClinton @HillaryHQVols @ExecWomHillary This is the year of the girl! #girlpower #ImWithHer https://t.co/9bVA2x,United States,neu
8739,But she doesn't ask for votes- she expects them and pays for them. #wherestrump - he's a good man that will ask!  https://t.co/NKuwRejg7d,"Raleigh, NC",neg
8740,"RT @bfraser747:  #TrumpPence16 

I'm @bfraser747 I won't stand bye to allow @HillaryClinton to become a role model #Hillary4Prison https:",Sugar Land Texas,neu
8741,Remember @realDonaldTrump won't take a salary if he becomes President @HillaryClinton will want a pay rise with benefits,"Nevada City, CA",pos
8742,"RT @RichardGrenell: alternative headline: ""Colin Powell Says Hillary is Lying"" https://t.co/niH8YxbzD4","Staten Island, NY",neg
8743,For 8 years we were called 'Racists' when we disagreed with @POTUS. Now we are called 'Sexists' every time we disagree with @HillaryClinton!,"California, USA",neg
8744,"RT @iamgavinjames: Based off of this very poll, @HillaryClinton is unfit to be #POTUS! She lacks the integrity our country deserves! https:","Langhorne, PA",pos
8745,"RT @WorldForBernie: Right to FOOD, HEALTHCARE, HOUSING, EDUCATION &amp; SUBSIDIES- Even Libya had it before @HillaryClinton killed Gaddafi
#Tra","Cary, IL, USA",neg
8746,"@ebonydreem @realDonaldTrump @HillaryClinton
Please! You don't see us at her rallies spitting, yelling out, burning the flag, throwing eggs","Mansfield, OH",neu
8747,RT @Samsays5: Did you know @HillaryClinton was fired from Watergate Commission for fraud/ethics violations?  #HillaryLeaks https://t.co/VKi,MY HOME,neg
8748,@HillaryClinton is that why he rapes other women?,"Manhattan, New York",neg
8749,"https://t.co/ZaAyNRs0Um via #BadLipReading fr #DNCConvention - "" this is a must see""!!! It is amazing !!  @HillaryClinton @POTUS",Vancouver BC,neg
8750,@ThomJamesNorman @b140tweet @Debi129 @HillaryClinton run should be doing the same! How do 2 public employees make $150million in 15 years?,Houston,neu
8751,How is it the federal govt. can press charges and convict everyone else but @HillaryClinton?This is a head scratcher 4 me.,"Oklahoma City, OK",neu
8752,"In tomorrow's @TheSTMagazine  we talk to @BarbraStreisand  about @theresa_may , @hillaryClinton and strong women https://t.co/QPLqhLzyDj",London,pos
8753,@HillaryClinton CANNOT #SpellHerOwnName #NoJoke  #NeverHillary #HillarysHealth #TogetherWeWill #MAGA #JustSaying  https://t.co/V71twGBjMY,"Louisville, Co",neu
8754,@JKrugenator @reaDonaldTrump @HillaryClinton she already did.,Peoria AZ,neu
8755,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:,"Dallas, Texas",neu
8756,@smerconish @mcuban @ClintonFdn @HillaryClinton @CNN What kind of deal is Crony Cuban getting to shill so hard?,"Alexandria, VA",neg
8757,.@HillaryClinton v @realDonaldTrump: Last press conference. More: https://t.co/fWprq3BkLb https://t.co/tRBB0jxsvl,"SF Bay Area, CA",neg
8758,#TransformAmericaIn5Words don't vote for her @HillaryClinton,"Calabasas, CA",neg
8759,RT @Lagartija_Nix: Hillary Clinton Reported to be on Russias TERROR SPONSOR WATCH LIST https://t.co/yIuS1gzcNa @realDonaldTrump @Hillary,"Atlanta, GA",neg
8760,"RT @hbot2000: Hey @HillaryClinton could I get some help??

...too soon? https://t.co/qg2I2L4Vt8","Kansas City, KS",pos
8761,Vote @HillaryClinton November 8th #TransformAmericaIn5Words #GOTV #CA #StrongerTogether #UniteBlue #ImWithHer  https://t.co/epSeWgbn2T,"California, USA",neu
8762,"RT @iamgavinjames: Based off of this very poll, @HillaryClinton is unfit to be #POTUS! She lacks the integrity our country deserves! https:","Cleveland, OH",pos
8763,"Retweeted Hillary Clinton (@HillaryClinton):

Trumps tax plan could give his own family a $4 billion tax break.... https://t.co/v8ZXgdzfqS","Atlanta, GA",neu
8764,"Retweeted Hillary Clinton (@HillaryClinton):

Trumps tax plan could give his own family a $4 billion tax break.... https://t.co/sJuUYeFrO0","Atlanta, GA",neu
8765,RT @thinktankteamtv: Can't you see Fethullah Gulen has his finger in the attempted coup? @HillaryClinton #TransformAmericaIn5Words https://,"New Jersey, USA",neg
8766,"""All eyes were now on Beijing, and I knew that all eyes would be on me, too."" https://t.co/sGKUMoQtQK @HillaryClinton","Myrtle Beach, SC",neg
8767,"Medically unfit @HillaryClinton  the ""doctor"" behind the myth - https://t.co/WQUoVtiKWN #vaccines #AAPS #medicine",Land of Skepticism and Atheism,neu
8768,RT @TrumpStudents: New endorsement for .@HillaryClinton https://t.co/7qBwmET2Pv,fashgoyistan,neg
